x;y;z;Label;adl;feature_1;feature_2;feature_3
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;40;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
38;39;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
39;38;51;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;37;51;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
39;39;51;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
39;38;49;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
41;40;50;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
39;38;51;2;eat_meat;40.0;39.0;50.0
41;38;51;2;eat_meat;40.0;39.0;50.0
41;40;51;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;37;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;37;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
41;38;51;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;38;51;2;eat_meat;40.0;39.0;50.0
39;36;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
42;39;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;37;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;37;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
41;39;49;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
41;40;50;2;eat_meat;40.0;39.0;50.0
41;40;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;40;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
39;39;51;2;eat_meat;40.0;39.0;50.0
39;40;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
39;40;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;39;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
39;38;49;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
42;39;49;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;39;51;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
41;38;51;2;eat_meat;40.0;39.0;50.0
40;38;49;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
41;39;49;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;37;50;2;eat_meat;40.0;39.0;50.0
39;39;51;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;40;51;2;eat_meat;40.0;39.0;50.0
39;40;50;2;eat_meat;40.0;39.0;50.0
40;40;51;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
41;40;51;2;eat_meat;40.0;39.0;50.0
40;40;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;40;51;2;eat_meat;40.0;39.0;50.0
39;40;51;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
39;40;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;41;51;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
39;39;51;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
38;39;50;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;38;51;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;37;51;2;eat_meat;40.0;39.0;50.0
41;40;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
41;40;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
38;38;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
42;38;50;2;eat_meat;40.0;39.0;50.0
39;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
38;37;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;38;52;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;39;51;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;40;51;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;37;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
42;39;50;2;eat_meat;40.0;39.0;50.0
40;38;49;2;eat_meat;40.0;39.0;50.0
39;39;49;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;37;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
39;39;49;2;eat_meat;40.0;39.0;50.0
41;40;50;2;eat_meat;40.0;39.0;50.0
39;37;50;2;eat_meat;40.0;39.0;50.0
41;40;52;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
39;39;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
41;40;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;40;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;40;51;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
40;38;49;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
41;40;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
42;39;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;38;52;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;40;49;2;eat_meat;40.0;39.0;50.0
41;40;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
41;40;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
41;38;51;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
39;40;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
39;40;50;2;eat_meat;40.0;39.0;50.0
40;41;49;2;eat_meat;40.0;39.0;50.0
39;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
38;39;51;2;eat_meat;40.0;39.0;50.0
41;38;51;2;eat_meat;40.0;39.0;50.0
40;40;51;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
41;38;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
39;39;51;2;eat_meat;40.0;39.0;50.0
42;38;49;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
41;40;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
42;40;50;2;eat_meat;40.0;39.0;50.0
41;38;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;40;51;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
41;40;50;2;eat_meat;40.0;39.0;50.0
39;37;50;2;eat_meat;40.0;39.0;50.0
40;38;51;2;eat_meat;40.0;39.0;50.0
41;39;49;2;eat_meat;40.0;39.0;50.0
41;39;51;2;eat_meat;40.0;39.0;50.0
40;40;49;2;eat_meat;40.0;39.0;50.0
40;38;49;2;eat_meat;40.0;39.0;50.0
40;38;50;2;eat_meat;40.0;39.0;50.0
41;40;49;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
41;39;50;2;eat_meat;40.0;39.0;50.0
40;40;50;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;40;51;2;eat_meat;40.0;39.0;50.0
39;40;51;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
40;39;51;2;eat_meat;40.0;39.0;50.0
39;39;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
41;40;51;2;eat_meat;40.0;39.0;50.0
42;38;50;2;eat_meat;40.0;39.0;50.0
40;41;49;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;39.0;50.0
41;38;50;2;eat_meat;40.0;39.0;50.0
40;39;49;2;eat_meat;40.0;39.0;50.0
40;39;50;2;eat_meat;40.0;38.0;50.0
42;39;49;2;eat_meat;40.0;38.0;50.0
41;39;50;2;eat_meat;40.0;38.0;50.0
40;39;50;2;eat_meat;40.0;38.0;50.0
41;40;50;2;eat_meat;40.0;38.0;50.0
41;40;49;2;eat_meat;40.0;38.0;50.0
41;40;50;2;eat_meat;40.0;38.0;50.0
41;40;49;2;eat_meat;40.0;38.0;50.0
41;40;49;2;eat_meat;40.0;38.0;50.0
42;39;50;2;eat_meat;40.0;38.0;50.0
41;38;49;2;eat_meat;40.0;38.0;50.0
41;40;49;2;eat_meat;40.0;38.0;50.0
41;39;50;2;eat_meat;40.0;38.0;50.0
41;39;50;2;eat_meat;40.0;38.0;50.0
41;39;51;2;eat_meat;40.0;38.0;50.0
41;38;50;2;eat_meat;40.0;38.0;50.0
41;39;50;2;eat_meat;40.0;38.0;50.0
40;39;49;2;eat_meat;40.0;38.0;50.0
41;39;49;2;eat_meat;40.0;38.0;50.0
42;39;49;2;eat_meat;40.0;38.0;50.0
40;40;49;2;eat_meat;40.0;38.0;50.0
41;39;50;2;eat_meat;40.0;38.0;50.0
41;39;50;2;eat_meat;40.0;38.0;50.0
40;40;49;2;eat_meat;40.0;38.0;50.0
41;39;50;2;eat_meat;40.0;38.0;50.0
41;38;49;2;eat_meat;40.0;38.0;50.0
41;38;48;2;eat_meat;40.0;38.0;50.0
42;39;49;2;eat_meat;40.0;38.0;50.0
40;39;49;2;eat_meat;40.0;38.0;50.0
41;40;49;2;eat_meat;40.0;38.0;50.0
42;39;50;2;eat_meat;40.0;38.0;50.0
40;39;50;2;eat_meat;40.0;38.0;50.0
42;38;49;2;eat_meat;40.0;38.0;50.0
40;38;50;2;eat_meat;40.0;38.0;50.0
41;39;50;2;eat_meat;40.0;38.0;50.0
41;39;50;2;eat_meat;40.0;38.0;50.0
40;39;49;2;eat_meat;40.0;38.0;50.0
41;38;51;2;eat_meat;39.0;38.0;50.0
40;38;51;2;eat_meat;39.0;38.0;50.0
40;39;51;2;eat_meat;39.0;38.0;50.0
40;38;51;2;eat_meat;39.0;38.0;50.0
40;39;50;2;eat_meat;39.0;38.0;50.0
39;39;51;2;eat_meat;39.0;38.0;50.0
39;41;52;2;eat_meat;39.0;38.0;50.0
38;39;51;2;eat_meat;39.0;38.0;50.0
38;40;53;2;eat_meat;39.0;38.0;50.0
40;39;54;2;eat_meat;39.0;38.0;50.0
39;38;54;2;eat_meat;39.0;38.0;50.0
40;38;55;2;eat_meat;39.0;38.0;50.0
40;36;52;2;eat_meat;39.0;38.0;50.0
41;33;52;2;eat_meat;39.0;38.0;50.0
41;30;50;2;eat_meat;39.0;38.0;50.0
41;32;51;2;eat_meat;39.0;38.0;50.0
39;29;50;2;eat_meat;39.0;38.0;50.0
40;29;50;2;eat_meat;39.0;38.0;50.0
40;25;49;2;eat_meat;38.0;38.0;49.0
39;25;50;2;eat_meat;38.0;38.0;49.0
39;26;49;2;eat_meat;38.0;38.0;49.0
37;23;48;2;eat_meat;38.0;39.0;49.0
37;23;48;2;eat_meat;38.0;39.0;49.0
37;22;49;2;eat_meat;38.0;39.0;49.0
36;22;49;2;eat_meat;38.0;39.0;49.0
35;21;49;2;eat_meat;38.0;39.0;49.0
36;21;49;2;eat_meat;38.0;39.0;49.0
36;21;49;2;eat_meat;38.0;39.0;49.0
38;21;48;2;eat_meat;38.0;39.0;49.0
36;20;48;2;eat_meat;38.0;39.0;49.0
36;21;49;2;eat_meat;38.0;39.0;49.0
37;19;49;2;eat_meat;38.0;39.0;49.0
36;21;49;2;eat_meat;38.0;39.0;49.0
36;21;48;2;eat_meat;38.0;39.0;49.0
35;21;48;2;eat_meat;38.0;39.0;49.0
36;19;48;2;eat_meat;38.0;39.0;49.0
37;21;48;2;eat_meat;38.0;39.0;49.0
35;18;47;2;eat_meat;38.0;39.0;49.0
35;19;48;2;eat_meat;38.0;39.0;49.0
36;19;47;2;eat_meat;38.0;39.0;49.0
34;18;47;2;eat_meat;38.0;39.0;49.0
35;18;47;2;eat_meat;38.0;39.0;49.0
36;18;44;2;eat_meat;38.0;39.0;49.0
31;18;46;2;eat_meat;38.0;39.0;49.0
32;20;50;2;eat_meat;38.0;39.0;49.0
32;18;42;2;eat_meat;38.0;39.0;49.0
32;16;44;2;eat_meat;38.0;39.0;49.0
32;16;44;2;eat_meat;38.0;39.0;49.0
