;feature_1;feature_2;feature_3;Label;gravity_1;gravity_2;gravity_3;bodymotion_1;bodymotion_2;bodymotion_3
1575;38;37;51;2;38.0;38.0;51.0;0.0;1.0;0.0
1576;39;39;50;2;38.0;38.0;51.0;-1.0;-1.0;1.0
1577;38;38;51;2;38.0;38.0;51.0;0.0;0.0;0.0
1578;38;38;52;2;38.0;38.0;51.0;0.0;0.0;-1.0
1579;37;37;51;2;39.0;38.0;51.0;2.0;1.0;0.0
1580;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1581;38;37;50;2;39.0;38.0;51.0;1.0;1.0;1.0
1582;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1583;38;39;51;2;39.0;38.0;51.0;1.0;-1.0;0.0
1584;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1585;37;39;52;2;39.0;38.0;51.0;2.0;-1.0;-1.0
1586;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1587;40;39;51;2;39.0;38.0;51.0;-1.0;-1.0;0.0
1588;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1589;39;36;51;2;39.0;38.0;51.0;0.0;2.0;0.0
1590;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1591;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1592;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
1593;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1594;40;37;51;2;39.0;38.0;51.0;-1.0;1.0;0.0
1595;39;36;51;2;39.0;38.0;51.0;0.0;2.0;0.0
1596;39;39;52;2;39.0;38.0;51.0;0.0;-1.0;-1.0
1597;38;37;52;2;39.0;38.0;51.0;1.0;1.0;-1.0
1598;40;38;52;2;39.0;38.0;51.0;-1.0;0.0;-1.0
1599;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1600;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1601;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1602;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1603;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1604;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1605;38;37;52;2;39.0;38.0;51.0;1.0;1.0;-1.0
1606;38;38;52;2;39.0;38.0;51.0;1.0;0.0;-1.0
1607;38;36;51;2;39.0;38.0;51.0;1.0;2.0;0.0
1608;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
1609;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
1610;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1611;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1612;40;37;51;2;39.0;38.0;51.0;-1.0;1.0;0.0
1613;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1614;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1615;40;37;51;2;39.0;38.0;51.0;-1.0;1.0;0.0
1616;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1617;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1618;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1619;40;37;52;2;39.0;38.0;51.0;-1.0;1.0;-1.0
1620;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1621;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1622;38;37;52;2;39.0;38.0;51.0;1.0;1.0;-1.0
1623;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1624;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1625;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1626;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1627;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1628;38;37;52;2;39.0;38.0;51.0;1.0;1.0;-1.0
1629;38;38;50;2;39.0;38.0;51.0;1.0;0.0;1.0
1630;40;36;52;2;39.0;38.0;51.0;-1.0;2.0;-1.0
1631;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1632;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1633;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1634;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1635;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1636;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1637;38;38;50;2;39.0;38.0;51.0;1.0;0.0;1.0
1638;39;39;51;2;38.0;38.0;51.0;-1.0;-1.0;0.0
1639;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1640;38;39;51;2;39.0;38.0;51.0;1.0;-1.0;0.0
1641;38;39;51;2;39.0;38.0;51.0;1.0;-1.0;0.0
1642;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1643;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1644;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1645;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1646;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
1647;39;39;50;2;39.0;38.0;51.0;0.0;-1.0;1.0
1648;38;38;52;2;39.0;38.0;51.0;1.0;0.0;-1.0
1649;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1650;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1651;40;37;51;2;39.0;38.0;51.0;-1.0;1.0;0.0
1652;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1653;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1654;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1655;37;37;51;2;39.0;38.0;51.0;2.0;1.0;0.0
1656;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1657;40;37;52;2;39.0;38.0;51.0;-1.0;1.0;-1.0
1658;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1659;38;38;52;2;39.0;38.0;51.0;1.0;0.0;-1.0
1660;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1661;39;36;51;2;39.0;38.0;51.0;0.0;2.0;0.0
1662;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1663;38;39;52;2;39.0;38.0;51.0;1.0;-1.0;-1.0
1664;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1665;39;39;52;2;39.0;38.0;51.0;0.0;-1.0;-1.0
1666;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1667;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1668;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1669;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1670;38;38;52;2;39.0;38.0;51.0;1.0;0.0;-1.0
1671;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1672;39;37;52;2;39.0;38.0;51.0;0.0;1.0;-1.0
1673;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1674;40;37;51;2;39.0;38.0;51.0;-1.0;1.0;0.0
1675;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1676;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1677;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1678;39;36;51;2;39.0;38.0;51.0;0.0;2.0;0.0
1679;39;37;52;2;39.0;38.0;51.0;0.0;1.0;-1.0
1680;40;37;52;2;39.0;38.0;51.0;-1.0;1.0;-1.0
1681;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1682;38;36;52;2;39.0;38.0;51.0;1.0;2.0;-1.0
1683;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1684;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1685;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1686;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1687;38;36;51;2;39.0;38.0;51.0;1.0;2.0;0.0
1688;39;36;51;2;39.0;38.0;51.0;0.0;2.0;0.0
1689;40;37;51;2;39.0;38.0;51.0;-1.0;1.0;0.0
1690;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1691;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1692;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1693;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1694;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1695;37;38;51;2;39.0;38.0;51.0;2.0;0.0;0.0
1696;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1697;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1698;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1699;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1700;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1701;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1702;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1703;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1704;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1705;39;38;50;2;39.0;38.0;51.0;0.0;0.0;1.0
1706;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1707;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1708;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1709;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
1710;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1711;39;37;52;2;39.0;38.0;51.0;0.0;1.0;-1.0
1712;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1713;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1714;38;39;51;2;39.0;38.0;51.0;1.0;-1.0;0.0
1715;37;38;52;2;39.0;38.0;51.0;2.0;0.0;-1.0
1716;38;39;51;2;39.0;38.0;51.0;1.0;-1.0;0.0
1717;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1718;39;37;52;2;39.0;38.0;51.0;0.0;1.0;-1.0
1719;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1720;39;39;52;2;39.0;38.0;51.0;0.0;-1.0;-1.0
1721;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1722;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1723;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1724;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1725;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1726;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1727;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1728;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1729;38;38;52;2;39.0;38.0;51.0;1.0;0.0;-1.0
1730;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1731;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1732;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1733;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1734;39;39;52;2;39.0;38.0;51.0;0.0;-1.0;-1.0
1735;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1736;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1737;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1738;39;37;52;2;39.0;38.0;51.0;0.0;1.0;-1.0
1739;38;39;52;2;39.0;38.0;51.0;1.0;-1.0;-1.0
1740;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1741;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1742;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1743;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1744;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1745;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1746;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1747;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1748;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1749;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1750;39;37;52;2;39.0;38.0;51.0;0.0;1.0;-1.0
1751;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1752;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1753;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1754;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1755;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
1756;38;39;51;2;39.0;38.0;51.0;1.0;-1.0;0.0
1757;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1758;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1759;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1760;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1761;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1762;38;38;52;2;39.0;38.0;51.0;1.0;0.0;-1.0
1763;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1764;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1765;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1766;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1767;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1768;39;36;51;2;39.0;38.0;51.0;0.0;2.0;0.0
1769;39;37;50;2;39.0;38.0;51.0;0.0;1.0;1.0
1770;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1771;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1772;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1773;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1774;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1775;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
1776;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
1777;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1778;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1779;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1780;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1781;39;37;52;2;39.0;38.0;51.0;0.0;1.0;-1.0
1782;38;39;51;2;39.0;38.0;51.0;1.0;-1.0;0.0
1783;38;39;51;2;39.0;38.0;51.0;1.0;-1.0;0.0
1784;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1785;38;40;51;2;39.0;38.0;51.0;1.0;-2.0;0.0
1786;40;39;50;2;39.0;38.0;51.0;-1.0;-1.0;1.0
1787;40;37;51;2;39.0;38.0;51.0;-1.0;1.0;0.0
1788;37;37;50;2;39.0;38.0;51.0;2.0;1.0;1.0
1789;38;39;52;2;39.0;38.0;51.0;1.0;-1.0;-1.0
1790;37;37;51;2;39.0;38.0;51.0;2.0;1.0;0.0
1791;38;37;50;2;39.0;38.0;51.0;1.0;1.0;1.0
1792;38;37;51;2;39.0;38.0;51.0;1.0;1.0;0.0
1793;39;39;50;2;39.0;38.0;51.0;0.0;-1.0;1.0
1794;40;38;50;2;39.0;38.0;51.0;-1.0;0.0;1.0
1795;39;38;50;2;39.0;38.0;51.0;0.0;0.0;1.0
1796;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1797;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1798;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
1799;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
1800;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
1801;39;37;50;2;39.0;38.0;51.0;0.0;1.0;1.0
1802;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1803;40;39;50;2;39.0;38.0;51.0;-1.0;-1.0;1.0
1804;40;37;51;2;39.0;38.0;51.0;-1.0;1.0;0.0
1805;39;38;50;2;39.0;38.0;51.0;0.0;0.0;1.0
1806;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
1807;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1808;40;39;50;2;39.0;38.0;51.0;-1.0;-1.0;1.0
1809;40;38;50;2;39.0;38.0;51.0;-1.0;0.0;1.0
1810;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1811;41;38;51;2;39.0;38.0;51.0;-2.0;0.0;0.0
1812;39;38;50;2;39.0;38.0;51.0;0.0;0.0;1.0
1813;41;37;51;2;39.0;38.0;51.0;-2.0;1.0;0.0
1814;40;38;50;2;39.0;38.0;51.0;-1.0;0.0;1.0
1815;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1816;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1817;40;39;51;2;39.0;38.0;51.0;-1.0;-1.0;0.0
1818;39;39;50;2;39.0;38.0;51.0;0.0;-1.0;1.0
1819;40;38;50;2;39.0;38.0;51.0;-1.0;0.0;1.0
1820;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1821;41;38;51;2;39.0;38.0;51.0;-2.0;0.0;0.0
1822;39;38;50;2;39.0;38.0;51.0;0.0;0.0;1.0
1823;39;39;50;2;39.0;38.0;51.0;0.0;-1.0;1.0
1824;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1825;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1826;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1827;39;38;50;2;39.0;38.0;51.0;0.0;0.0;1.0
1828;39;39;50;2;39.0;38.0;51.0;0.0;-1.0;1.0
1829;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1830;40;37;51;2;39.0;38.0;51.0;-1.0;1.0;0.0
1831;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1832;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1833;39;40;51;2;39.0;38.0;51.0;0.0;-2.0;0.0
1834;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1835;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1836;39;38;50;2;39.0;38.0;51.0;0.0;0.0;1.0
1837;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1838;38;38;50;2;39.0;38.0;51.0;1.0;0.0;1.0
1839;39;36;51;2;39.0;38.0;51.0;0.0;2.0;0.0
1840;39;38;50;2;39.0;38.0;51.0;0.0;0.0;1.0
1841;38;36;51;2;39.0;38.0;51.0;1.0;2.0;0.0
1842;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1843;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1844;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1845;38;37;52;2;39.0;38.0;51.0;1.0;1.0;-1.0
1846;38;36;52;2;39.0;38.0;51.0;1.0;2.0;-1.0
1847;39;37;51;2;39.0;38.0;51.0;0.0;1.0;0.0
1848;39;38;51;2;39.0;38.0;51.0;0.0;0.0;0.0
1849;40;38;51;2;39.0;38.0;51.0;-1.0;0.0;0.0
1850;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1851;38;38;51;2;39.0;38.0;51.0;1.0;0.0;0.0
1852;40;38;52;2;39.0;38.0;51.0;-1.0;0.0;-1.0
1853;39;38;52;2;38.0;38.0;51.0;-1.0;0.0;-1.0
1854;39;37;52;2;38.0;38.0;51.0;-1.0;1.0;-1.0
1855;39;37;51;2;38.0;38.0;51.0;-1.0;1.0;0.0
1856;40;38;52;2;38.0;38.0;51.0;-2.0;0.0;-1.0
1857;39;36;52;2;38.0;37.0;51.0;-1.0;1.0;-1.0
1858;39;37;54;2;38.0;37.0;51.0;-1.0;0.0;-3.0
1859;38;38;52;2;38.0;37.0;51.0;0.0;-1.0;-1.0
1860;36;38;52;2;38.0;37.0;51.0;2.0;-1.0;-1.0
1861;35;39;50;2;38.0;37.0;51.0;3.0;-2.0;1.0
1862;36;39;52;2;38.0;37.0;51.0;2.0;-2.0;-1.0
1863;36;39;51;2;38.0;37.0;51.0;2.0;-2.0;0.0
1864;38;39;51;2;38.0;37.0;51.0;0.0;-2.0;0.0
1865;37;38;49;2;38.0;37.0;51.0;1.0;-1.0;2.0
1866;38;37;49;2;38.0;37.0;51.0;0.0;0.0;2.0
1867;37;38;51;2;38.0;37.0;51.0;1.0;-1.0;0.0
1868;37;37;51;2;38.0;37.0;51.0;1.0;0.0;0.0
1869;37;37;52;2;38.0;37.0;51.0;1.0;0.0;-1.0
1870;38;36;51;2;38.0;36.0;51.0;0.0;0.0;0.0
1871;38;36;53;2;38.0;36.0;51.0;0.0;0.0;-2.0
1872;38;37;52;2;38.0;36.0;51.0;0.0;-1.0;-1.0
1873;37;38;53;2;37.0;36.0;51.0;0.0;-2.0;-2.0
1874;37;37;52;2;37.0;36.0;51.0;0.0;-1.0;-1.0
1875;36;36;54;2;37.0;36.0;51.0;1.0;0.0;-3.0
1876;38;37;54;2;37.0;36.0;51.0;-1.0;-1.0;-3.0
1877;38;35;55;2;37.0;35.0;51.0;-1.0;0.0;-4.0
1878;38;34;53;2;37.0;34.0;51.0;-1.0;0.0;-2.0
1879;38;33;53;2;37.0;33.0;51.0;-1.0;0.0;-2.0
1880;39;32;54;2;37.0;32.0;51.0;-2.0;0.0;-3.0
1881;37;31;51;2;37.0;31.0;51.0;0.0;0.0;0.0
1882;38;30;52;2;37.0;30.0;51.0;-1.0;0.0;-1.0
1883;39;28;51;2;37.0;28.0;51.0;-2.0;0.0;0.0
1884;37;25;51;2;37.0;27.0;51.0;0.0;2.0;0.0
1885;38;27;50;2;37.0;26.0;51.0;-1.0;-1.0;1.0
1886;37;25;49;2;36.0;25.0;51.0;-1.0;0.0;2.0
1887;36;26;50;2;36.0;25.0;50.0;0.0;-1.0;0.0
1888;36;25;49;2;36.0;25.0;50.0;0.0;0.0;1.0
1889;37;25;48;2;36.0;25.0;50.0;-1.0;0.0;2.0
1890;37;24;49;2;36.0;24.0;50.0;-1.0;0.0;1.0
1891;36;24;49;2;36.0;24.0;50.0;0.0;0.0;1.0
1892;36;23;49;2;36.0;24.0;50.0;0.0;1.0;1.0
1893;37;24;51;2;36.0;24.0;49.0;-1.0;0.0;-2.0
1894;36;24;50;2;36.0;23.0;49.0;0.0;-1.0;-1.0
1895;36;23;51;2;36.0;23.0;49.0;0.0;0.0;-2.0
1896;37;22;49;2;36.0;22.0;49.0;-1.0;0.0;0.0
1897;35;22;51;2;36.0;22.0;49.0;1.0;0.0;-2.0
1898;35;21;52;2;36.0;22.0;49.0;1.0;1.0;-3.0
1899;35;22;50;2;36.0;22.0;49.0;1.0;0.0;-1.0
1900;34;21;52;2;36.0;21.0;49.0;2.0;0.0;-3.0
1901;36;21;49;2;36.0;21.0;49.0;0.0;0.0;0.0
1902;36;22;49;2;36.0;21.0;49.0;0.0;-1.0;0.0
1903;36;20;49;2;36.0;21.0;49.0;0.0;1.0;0.0
1904;32;21;50;2;35.0;21.0;49.0;3.0;0.0;-1.0
1905;34;20;48;2;35.0;21.0;49.0;1.0;1.0;1.0
1906;33;19;47;2;35.0;21.0;49.0;2.0;2.0;2.0
1907;32;17;46;2;35.0;21.0;49.0;3.0;4.0;3.0
1908;34;17;46;2;35.0;20.0;49.0;1.0;3.0;3.0
1909;33;17;45;2;35.0;20.0;48.0;2.0;3.0;3.0
1910;35;16;45;2;35.0;20.0;48.0;0.0;4.0;3.0
1911;33;18;47;2;35.0;20.0;48.0;2.0;2.0;1.0
1912;34;18;47;2;35.0;20.0;48.0;1.0;2.0;1.0
1913;34;20;47;2;35.0;20.0;48.0;1.0;0.0;1.0
1914;33;18;48;2;35.0;20.0;48.0;2.0;2.0;0.0
1915;32;17;47;2;35.0;19.0;48.0;3.0;2.0;1.0
1916;34;17;45;2;35.0;19.0;47.0;1.0;2.0;2.0
1917;33;17;45;2;34.0;19.0;47.0;1.0;2.0;2.0
1918;33;16;45;2;34.0;19.0;47.0;1.0;3.0;2.0
1919;33;16;47;2;34.0;19.0;47.0;1.0;3.0;0.0
1920;35;16;46;2;34.0;19.0;47.0;-1.0;3.0;1.0
1921;34;17;46;2;34.0;18.0;47.0;0.0;1.0;1.0
1922;35;16;47;2;34.0;18.0;47.0;-1.0;2.0;0.0
1923;35;16;48;2;34.0;18.0;47.0;-1.0;2.0;-1.0
1924;33;18;47;2;34.0;18.0;47.0;1.0;0.0;0.0
1925;32;17;45;2;34.0;18.0;47.0;2.0;1.0;2.0
1926;34;15;45;2;34.0;18.0;47.0;0.0;3.0;2.0
1927;34;16;44;2;34.0;18.0;47.0;0.0;2.0;3.0
1928;35;15;44;2;34.0;18.0;47.0;-1.0;3.0;3.0
1929;33;15;46;2;34.0;18.0;47.0;1.0;3.0;1.0
1930;32;17;47;2;34.0;18.0;47.0;2.0;1.0;0.0
1931;33;17;49;2;34.0;18.0;47.0;1.0;1.0;-2.0
1932;34;21;49;2;34.0;18.0;47.0;0.0;-3.0;-2.0
1933;35;20;47;2;34.0;18.0;47.0;-1.0;-2.0;0.0
1934;38;21;47;2;34.0;18.0;47.0;-4.0;-3.0;0.0
1935;39;21;46;2;34.0;18.0;47.0;-5.0;-3.0;1.0
1936;37;22;45;2;34.0;18.0;47.0;-3.0;-4.0;2.0
1937;36;20;47;2;34.0;18.0;47.0;-2.0;-2.0;0.0
1938;34;18;48;2;34.0;18.0;47.0;0.0;0.0;-1.0
1939;35;19;49;2;34.0;18.0;47.0;-1.0;-1.0;-2.0
1940;35;14;49;2;34.0;18.0;47.0;-1.0;4.0;-2.0
1941;33;18;49;2;34.0;18.0;47.0;1.0;0.0;-2.0
1942;33;19;48;2;34.0;18.0;47.0;1.0;-1.0;-1.0
1943;36;20;46;2;34.0;18.0;47.0;-2.0;-2.0;1.0
1944;29;21;45;2;34.0;18.0;47.0;5.0;-3.0;2.0
1945;33;19;47;2;34.0;18.0;47.0;1.0;-1.0;0.0
1946;33;17;43;2;34.0;18.0;47.0;1.0;1.0;4.0
1947;33;17;44;2;34.0;18.0;47.0;1.0;1.0;3.0
1948;34;17;47;2;34.0;18.0;47.0;0.0;1.0;0.0
1949;35;19;47;2;34.0;18.0;47.0;-1.0;-1.0;0.0
1950;33;18;48;2;34.0;18.0;47.0;1.0;0.0;-1.0
1951;34;18;47;2;34.0;18.0;47.0;0.0;0.0;0.0
1952;33;19;45;2;34.0;18.0;47.0;1.0;-1.0;2.0
1953;33;16;45;2;34.0;18.0;47.0;1.0;2.0;2.0
1954;33;16;46;2;34.0;18.0;47.0;1.0;2.0;1.0
1955;34;16;44;2;34.0;18.0;47.0;0.0;2.0;3.0
1956;35;16;46;2;34.0;18.0;47.0;-1.0;2.0;1.0
1957;33;16;47;2;34.0;18.0;47.0;1.0;2.0;0.0
1958;33;17;46;2;34.0;18.0;47.0;1.0;1.0;1.0
1959;33;16;46;2;34.0;18.0;47.0;1.0;2.0;1.0
1960;31;15;45;2;34.0;19.0;47.0;3.0;4.0;2.0
1961;32;17;45;2;34.0;19.0;47.0;2.0;2.0;2.0
1962;32;18;45;2;34.0;19.0;47.0;2.0;1.0;2.0
1963;33;18;45;2;34.0;19.0;47.0;1.0;1.0;2.0
1964;34;19;47;2;34.0;19.0;47.0;0.0;0.0;0.0
1965;35;19;47;2;34.0;19.0;47.0;-1.0;0.0;0.0
